"f_21:0","f_21:1","f_21:2","Points:0","Points:1","Points:2"
-1.5252e-06,4.4254e-06,0,0.1,1.48,0
-1.814e-06,5.2128e-06,0,0.11,1.48,0
-5.4457e-08,4.9231e-07,0,0.01,1.49,0
0,0,0,0,1.49,0
-1.1098e-07,8.936e-07,0,0.02,1.49,0
-1.7072e-07,1.2459e-06,0,0.03,1.49,0
-2.3501e-07,1.5813e-06,0,0.04,1.49,0
-3.0533e-07,1.925e-06,0,0.05,1.49,0
-3.8336e-07,2.2982e-06,0,0.06,1.49,0
-4.7099e-07,2.7196e-06,0,0.07,1.49,0
-5.7036e-07,3.2065e-06,0,0.08,1.49,0
-6.8407e-07,3.7764e-06,0,0.09,1.49,0
-8.1514e-07,4.4474e-06,0,0.1,1.49,0
-9.6693e-07,5.2394e-06,0,0.11,1.49,0
-2.1494e-06,6.1439e-06,0,0.12,1.48,0
-1.143e-06,6.1753e-06,0,0.12,1.49,0
-1.3475e-06,7.2817e-06,0,0.13,1.49,0
-9.7898e-09,4.9252e-07,0,0.01,1.5,0
0,0,0,0,1.5,0
-1.9254e-08,8.9394e-07,0,0.02,1.5,0
-2.8581e-08,1.2464e-06,0,0.03,1.5,0
-3.7924e-08,1.5819e-06,0,0.04,1.5,0
-4.7442e-08,1.9259e-06,0,0.05,1.5,0
-5.7254e-08,2.2995e-06,0,0.06,1.5,0
-6.7426e-08,2.7215e-06,0,0.07,1.5,0
-7.8069e-08,3.2093e-06,0,0.08,1.5,0
-8.9465e-08,3.7803e-06,0,0.09,1.5,0
-1.0205e-07,4.4528e-06,0,0.1,1.5,0
-1.163e-07,5.2465e-06,0,0.11,1.5,0
-1.3258e-07,6.184e-06,0,0.12,1.5,0
-1.51e-07,7.2916e-06,0,0.13,1.5,0
-1.5859e-06,8.5875e-06,0,0.14,1.49,0
-1.7171e-07,8.5995e-06,0,0.14,1.5,0
-1.9493e-07,1.0144e-05,0,0.15,1.5,0
3.4855e-08,4.9088e-07,0,0.01,1.51,0
0,0,0,0,1.51,0
7.2429e-08,8.9092e-07,0,0.02,1.51,0
1.1351e-07,1.2421e-06,0,0.03,1.51,0
1.5911e-07,1.5766e-06,0,0.04,1.51,0
2.104e-07,1.9196e-06,0,0.05,1.51,0
2.6882e-07,2.2923e-06,0,0.06,1.51,0
3.3613e-07,2.7133e-06,0,0.07,1.51,0
4.1424e-07,3.2001e-06,0,0.08,1.51,0
5.0519e-07,3.7702e-06,0,0.09,1.51,0
6.1116e-07,4.4416e-06,0,0.1,1.51,0
7.3464e-07,5.234e-06,0,0.11,1.51,0
8.7853e-07,6.1698e-06,0,0.12,1.51,0
1.0465e-06,7.2749e-06,0,0.13,1.51,0
1.243e-06,8.5799e-06,0,0.14,1.51,0
1.4735e-06,1.012e-05,0,0.15,1.51,0
-2.2363e-07,1.1962e-05,0,0.16,1.5,0
1.7447e-06,1.1935e-05,0,0.16,1.51,0
-2.5392e-07,1.4104e-05,0,0.17,1.5,0
2.0635e-06,1.4072e-05,0,0.17,1.51,0
-2.8811e-07,1.6624e-05,0,0.18,1.5,0
2.4389e-06,1.6588e-05,0,0.18,1.51,0
-3.2649e-07,1.9588e-05,0,0.19,1.5,0
2.8812e-06,1.9547e-05,0,0.19,1.51,0
-3.6478e-07,2.3072e-05,0,0.2,1.5,0
3.4025e-06,2.3024e-05,0,0.2,1.51,0
-4.0253e-07,2.7162e-05,0,0.21,1.5,0
4.0162e-06,2.7108e-05,0,0.21,1.51,0
-4.4481e-07,3.1963e-05,0,0.22,1.5,0
4.7379e-06,3.1901e-05,0,0.22,1.51,0
-4.9106e-07,3.7594e-05,0,0.23,1.5,0
5.5845e-06,3.752e-05,0,0.23,1.51,0
-5.3959e-07,4.4187e-05,0,0.24,1.5,0
6.5739e-06,4.4103e-05,0,0.24,1.51,0
-5.9819e-07,5.1906e-05,0,0.25,1.5,0
7.7262e-06,5.1806e-05,0,0.25,1.51,0
-6.7106e-07,6.0932e-05,0,0.26,1.5,0
9.0624e-06,6.0815e-05,0,0.26,1.51,0
1.061e-05,7.1336e-05,0,0.27,1.51,0
7.9307e-08,4.874e-07,0,0.01,1.52,0
0,0,0,0,1.52,0
1.6373e-07,8.8455e-07,0,0.02,1.52,0
2.5501e-07,1.2332e-06,0,0.03,1.52,0
3.5533e-07,1.5654e-06,0,0.04,1.52,0
4.672e-07,1.9061e-06,0,0.05,1.52,0
5.9363e-07,2.2764e-06,0,0.06,1.52,0
7.3814e-07,2.6949e-06,0,0.07,1.52,0
9.0468e-07,3.179e-06,0,0.08,1.52,0
1.0976e-06,3.7459e-06,0,0.09,1.52,0
1.3217e-06,4.4137e-06,0,0.1,1.52,0
1.5825e-06,5.2018e-06,0,0.11,1.52,0
1.8863e-06,6.1325e-06,0,0.12,1.52,0
2.2406e-06,7.2314e-06,0,0.13,1.52,0
2.6545e-06,8.5286e-06,0,0.14,1.52,0
3.1392e-06,1.0059e-05,0,0.15,1.52,0
3.7076e-06,1.1863e-05,0,0.16,1.52,0
4.3745e-06,1.3988e-05,0,0.17,1.52,0
5.1572e-06,1.6489e-05,0,0.18,1.52,0
6.076e-06,1.9431e-05,0,0.19,1.52,0
7.1545e-06,2.2888e-05,0,0.2,1.52,0
8.4195e-06,2.6949e-05,0,0.21,1.52,0
9.9019e-06,3.1714e-05,0,0.22,1.52,0
1.1637e-05,3.7302e-05,0,0.23,1.52,0
1.3662e-05,4.3847e-05,0,0.24,1.52,0
1.6021e-05,5.1507e-05,0,0.25,1.52,0
1.8763e-05,6.0464e-05,0,0.26,1.52,0
2.1943e-05,7.0926e-05,0,0.27,1.52,0
2.5629e-05,8.3133e-05,0,0.28,1.52,0
1.234e-07,4.8209e-07,0,0.01,1.53,0
0,0,0,0,1.53,0
2.543e-07,8.7487e-07,0,0.02,1.53,0
3.9539e-07,1.2197e-06,0,0.03,1.53,0
5.4998e-07,1.5483e-06,0,0.04,1.53,0
7.2197e-07,1.8855e-06,0,0.05,1.53,0
9.1589e-07,2.2521e-06,0,0.06,1.53,0
1.137e-06,2.6665e-06,0,0.07,1.53,0
1.3914e-06,3.146e-06,0,0.08,1.53,0
1.6855e-06,3.7076e-06,0,0.09,1.53,0
2.0269e-06,4.3692e-06,0,0.1,1.53,0
2.424e-06,5.1502e-06,0,0.11,1.53,0
2.8866e-06,6.0723e-06,0,0.12,1.53,0
3.4263e-06,7.1609e-06,0,0.13,1.53,0
4.0568e-06,8.4455e-06,0,0.14,1.53,0
4.7944e-06,9.9607e-06,0,0.15,1.53,0
5.6583e-06,1.1747e-05,0,0.16,1.53,0
6.6708e-06,1.3851e-05,0,0.17,1.53,0
7.8579e-06,1.6328e-05,0,0.18,1.53,0
9.2496e-06,1.9241e-05,0,0.19,1.53,0
1.0881e-05,2.2665e-05,0,0.2,1.53,0
1.2791e-05,2.6686e-05,0,0.21,1.53,0
1.5028e-05,3.1405e-05,0,0.22,1.53,0
1.7643e-05,3.6939e-05,0,0.23,1.53,0
2.0696e-05,4.3421e-05,0,0.24,1.53,0
2.4253e-05,5.1007e-05,0,0.25,1.53,0
2.839e-05,5.9878e-05,0,0.26,1.53,0
3.3194e-05,7.024e-05,0,0.27,1.53,0
3.8766e-05,8.2332e-05,0,0.28,1.53,0
4.5229e-05,9.6432e-05,0,0.29,1.53,0
1.6698e-07,4.7498e-07,0,0.01,1.54,0
0,0,0,0,1.54,0
3.438e-07,8.6192e-07,0,0.02,1.54,0
5.341e-07,1.2017e-06,0,0.03,1.54,0
7.4232e-07,1.5254e-06,0,0.04,1.54,0
9.737e-07,1.8578e-06,0,0.05,1.54,0
1.2343e-06,2.2194e-06,0,0.06,1.54,0
1.5312e-06,2.6282e-06,0,0.07,1.54,0
1.8724e-06,3.1013e-06,0,0.08,1.54,0
2.2666e-06,3.6556e-06,0,0.09,1.54,0
2.724e-06,4.3086e-06,0,0.1,1.54,0
3.2559e-06,5.0793e-06,0,0.11,1.54,0
3.8756e-06,5.9893e-06,0,0.12,1.54,0
4.5986e-06,7.0634e-06,0,0.13,1.54,0
5.4434e-06,8.3308e-06,0,0.14,1.54,0
6.4315e-06,9.8253e-06,0,0.15,1.54,0
7.5882e-06,1.1587e-05,0,0.16,1.54,0
8.9431e-06,1.3662e-05,0,0.17,1.54,0
1.053e-05,1.6105e-05,0,0.18,1.54,0
1.239e-05,1.8979e-05,0,0.19,1.54,0
1.4567e-05,2.2356e-05,0,0.2,1.54,0
1.7116e-05,2.6322e-05,0,0.21,1.54,0
2.0097e-05,3.0976e-05,0,0.22,1.54,0
2.3581e-05,3.6434e-05,0,0.23,1.54,0
2.7649e-05,4.2828e-05,0,0.24,1.54,0
3.2389e-05,5.0311e-05,0,0.25,1.54,0
3.7905e-05,5.9061e-05,0,0.26,1.54,0
4.4314e-05,6.9282e-05,0,0.27,1.54,0
5.175e-05,8.121e-05,0,0.28,1.54,0
6.0374e-05,9.5118e-05,0,0.29,1.54,0
7.0373e-05,0.00011133,0,0.3,1.54,0
2.0987e-07,4.6611e-07,0,0.01,1.55,0
0,0,0,0,1.55,0
4.3188e-07,8.4578e-07,0,0.02,1.55,0
6.706e-07,1.1792e-06,0,0.03,1.55,0
9.3158e-07,1.4969e-06,0,0.04,1.55,0
1.2214e-06,1.8233e-06,0,0.05,1.55,0
1.5477e-06,2.1784e-06,0,0.06,1.55,0
1.9192e-06,2.5801e-06,0,0.07,1.55,0
2.3458e-06,3.0452e-06,0,0.08,1.55,0
2.8386e-06,3.5901e-06,0,0.09,1.55,0
3.4102e-06,4.232e-06,0,0.1,1.55,0
4.0748e-06,4.9896e-06,0,0.11,1.55,0
4.8492e-06,5.884e-06,0,0.12,1.55,0
5.7529e-06,6.9397e-06,0,0.13,1.55,0
6.8088e-06,8.1851e-06,0,0.14,1.55,0
8.0437e-06,9.6536e-06,0,0.15,1.55,0
9.4891e-06,1.1384e-05,0,0.16,1.55,0
1.1182e-05,1.3423e-05,0,0.17,1.55,0
1.3164e-05,1.5823e-05,0,0.18,1.55,0
1.5484e-05,1.8646e-05,0,0.19,1.55,0
1.8199e-05,2.1963e-05,0,0.2,1.55,0
2.1376e-05,2.5858e-05,0,0.21,1.55,0
2.509e-05,3.043e-05,0,0.22,1.55,0
2.9429e-05,3.5791e-05,0,0.23,1.55,0
3.4495e-05,4.2071e-05,0,0.24,1.55,0
4.0399e-05,4.9422e-05,0,0.25,1.55,0
4.7271e-05,5.8017e-05,0,0.26,1.55,0
5.5257e-05,6.8057e-05,0,0.27,1.55,0
6.4527e-05,7.9775e-05,0,0.28,1.55,0
7.5276e-05,9.3439e-05,0,0.29,1.55,0
8.7736e-05,0.00010936,0,0.3,1.55,0
0.00010217,0.0001279,0,0.31,1.55,0
2.5192e-07,4.5554e-07,0,0.01,1.56,0
0,0,0,0,1.56,0
5.182e-07,8.2655e-07,0,0.02,1.56,0
8.0436e-07,1.1524e-06,0,0.03,1.56,0
1.1171e-06,1.463e-06,0,0.04,1.56,0
1.4641e-06,1.7821e-06,0,0.05,1.56,0
1.8547e-06,2.1295e-06,0,0.06,1.56,0
2.2993e-06,2.5227e-06,0,0.07,1.56,0
2.8098e-06,2.978e-06,0,0.08,1.56,0
3.3993e-06,3.5115e-06,0,0.09,1.56,0
4.0829e-06,4.1399e-06,0,0.1,1.56,0
4.8778e-06,4.8817e-06,0,0.11,1.56,0
5.8038e-06,5.7572e-06,0,0.12,1.56,0
6.8847e-06,6.7904e-06,0,0.13,1.56,0
8.1477e-06,8.0093e-06,0,0.14,1.56,0
9.6248e-06,9.4464e-06,0,0.15,1.56,0
1.1354e-05,1.114e-05,0,0.16,1.56,0
1.3377e-05,1.3135e-05,0,0.17,1.56,0
1.5747e-05,1.5483e-05,0,0.18,1.56,0
1.8519e-05,1.8245e-05,0,0.19,1.56,0
2.1762e-05,2.1489e-05,0,0.2,1.56,0
2.5554e-05,2.5299e-05,0,0.21,1.56,0
2.9987e-05,2.977e-05,0,0.22,1.56,0
3.5164e-05,3.5014e-05,0,0.23,1.56,0
4.1207e-05,4.1157e-05,0,0.24,1.56,0
4.8251e-05,4.8347e-05,0,0.25,1.56,0
5.6451e-05,5.6753e-05,0,0.26,1.56,0
6.5983e-05,6.6574e-05,0,0.27,1.56,0
7.7048e-05,7.8036e-05,0,0.28,1.56,0
8.9882e-05,9.1403e-05,0,0.29,1.56,0
0.00010476,0.00010698,0,0.3,1.56,0
0.000122,0.0001251,0,0.31,1.56,0
0.00014195,0.0001462,0,0.32,1.56,0
2.9297e-07,4.4332e-07,0,0.01,1.57,0
0,0,0,0,1.57,0
6.0244e-07,8.0435e-07,0,0.02,1.57,0
9.3487e-07,1.1214e-06,0,0.03,1.57,0
1.298e-06,1.4238e-06,0,0.04,1.57,0
1.7009e-06,1.7346e-06,0,0.05,1.57,0
2.1542e-06,2.073e-06,0,0.06,1.57,0
2.6701e-06,2.4562e-06,0,0.07,1.57,0
3.2624e-06,2.9e-06,0,0.08,1.57,0
3.9464e-06,3.4202e-06,0,0.09,1.57,0
4.7395e-06,4.033e-06,0,0.1,1.57,0
5.6615e-06,4.7561e-06,0,0.11,1.57,0
6.7358e-06,5.6095e-06,0,0.12,1.57,0
7.9898e-06,6.6166e-06,0,0.13,1.57,0
9.455e-06,7.8045e-06,0,0.14,1.57,0
1.1169e-05,9.205e-06,0,0.15,1.57,0
1.3174e-05,1.0855e-05,0,0.16,1.57,0
1.5522e-05,1.2799e-05,0,0.17,1.57,0
1.827e-05,1.5087e-05,0,0.18,1.57,0
2.1484e-05,1.7777e-05,0,0.19,1.57,0
2.5242e-05,2.0937e-05,0,0.2,1.57,0
2.9635e-05,2.4647e-05,0,0.21,1.57,0
3.4769e-05,2.9001e-05,0,0.22,1.57,0
4.0765e-05,3.4108e-05,0,0.23,1.57,0
4.7761e-05,4.009e-05,0,0.24,1.57,0
5.5916e-05,4.7092e-05,0,0.25,1.57,0
6.5411e-05,5.5278e-05,0,0.26,1.57,0
7.6449e-05,6.4842e-05,0,0.27,1.57,0
8.9266e-05,7.6004e-05,0,0.28,1.57,0
0.00010413,8.9021e-05,0,0.29,1.57,0
0.00012137,0.00010419,0,0.3,1.57,0
0.00014133,0.00012184,0,0.31,1.57,0
0.00016443,0.00014238,0,0.32,1.57,0
0.00019115,0.00016626,0,0.33,1.57,0
3.3287e-07,4.2955e-07,0,0.01,1.58,0
0,0,0,0,1.58,0
6.8428e-07,7.7932e-07,0,0.02,1.58,0
1.0616e-06,1.0865e-06,0,0.03,1.58,0
1.4738e-06,1.3796e-06,0,0.04,1.58,0
1.9309e-06,1.6809e-06,0,0.05,1.58,0
2.4451e-06,2.0092e-06,0,0.06,1.58,0
3.0303e-06,2.3811e-06,0,0.07,1.58,0
3.702e-06,2.8119e-06,0,0.08,1.58,0
4.4778e-06,3.3169e-06,0,0.09,1.58,0
5.3772e-06,3.9118e-06,0,0.1,1.58,0
6.4229e-06,4.6136e-06,0,0.11,1.58,0
7.6414e-06,5.4419e-06,0,0.12,1.58,0
9.0637e-06,6.4193e-06,0,0.13,1.58,0
1.0726e-05,7.572e-06,0,0.14,1.58,0
1.267e-05,8.9308e-06,0,0.15,1.58,0
1.4944e-05,1.0532e-05,0,0.16,1.58,0
1.7607e-05,1.2418e-05,0,0.17,1.58,0
2.0723e-05,1.4637e-05,0,0.18,1.58,0
2.4366e-05,1.7245e-05,0,0.19,1.58,0
2.8626e-05,2.031e-05,0,0.2,1.58,0
3.3603e-05,2.3907e-05,0,0.21,1.58,0
3.9419e-05,2.8128e-05,0,0.22,1.58,0
4.6209e-05,3.3079e-05,0,0.23,1.58,0
5.4132e-05,3.8878e-05,0,0.24,1.58,0
6.3366e-05,4.5666e-05,0,0.25,1.58,0
7.4116e-05,5.3602e-05,0,0.26,1.58,0
8.6617e-05,6.2872e-05,0,0.27,1.58,0
0.00010113,7.3693e-05,0,0.28,1.58,0
0.00011798,8.6311e-05,0,0.29,1.58,0
0.00013749,0.00010101,0,0.3,1.58,0
0.0001601,0.00011812,0,0.31,1.58,0
0.00018626,0.00013802,0,0.32,1.58,0
0.00021652,0.00016115,0,0.33,1.58,0
0.00025148,0.000188,0,0.34,1.58,0
3.7147e-07,4.143e-07,0,0.01,1.59,0
0,0,0,0,1.59,0
7.6342e-07,7.5163e-07,0,0.02,1.59,0
1.1842e-06,1.048e-06,0,0.03,1.59,0
1.6436e-06,1.3307e-06,0,0.04,1.59,0
2.1532e-06,1.6216e-06,0,0.05,1.59,0
2.7263e-06,1.9386e-06,0,0.06,1.59,0
3.3783e-06,2.2978e-06,0,0.07,1.59,0
4.1269e-06,2.7141e-06,0,0.08,1.59,0
4.9914e-06,3.2021e-06,0,0.09,1.59,0
5.9938e-06,3.777e-06,0,0.1,1.59,0
7.1591e-06,4.4552e-06,0,0.11,1.59,0
8.5171e-06,5.2554e-06,0,0.12,1.59,0
1.0102e-05,6.1996e-06,0,0.13,1.59,0
1.1955e-05,7.3131e-06,0,0.14,1.59,0
1.4122e-05,8.6257e-06,0,0.15,1.59,0
1.6657e-05,1.0172e-05,0,0.16,1.59,0
1.9624e-05,1.1993e-05,0,0.17,1.59,0
2.3096e-05,1.4136e-05,0,0.18,1.59,0
2.7156e-05,1.6654e-05,0,0.19,1.59,0
3.19e-05,1.9611e-05,0,0.2,1.59,0
3.7444e-05,2.3083e-05,0,0.21,1.59,0
4.3919e-05,2.7157e-05,0,0.22,1.59,0
5.1478e-05,3.1934e-05,0,0.23,1.59,0
6.0296e-05,3.753e-05,0,0.24,1.59,0
7.0572e-05,4.4078e-05,0,0.25,1.59,0
8.2536e-05,5.1735e-05,0,0.26,1.59,0
9.645e-05,6.0679e-05,0,0.27,1.59,0
0.00011261,7.1117e-05,0,0.28,1.59,0
0.00013136,8.329e-05,0,0.29,1.59,0
0.00015309,9.7471e-05,0,0.3,1.59,0
0.00017825,0.00011397,0,0.31,1.59,0
0.00020737,0.00013316,0,0.32,1.59,0
0.00024104,0.00015546,0,0.33,1.59,0
0.00027993,0.00018135,0,0.34,1.59,0
0.00032482,0.00021137,0,0.35,1.59,0
4.0863e-07,3.9769e-07,0,0.01,1.6,0
0,0,0,0,1.6,0
8.396e-07,7.2148e-07,0,0.02,1.6,0
1.3021e-06,1.006e-06,0,0.03,1.6,0
1.807e-06,1.2775e-06,0,0.04,1.6,0
2.3669e-06,1.5569e-06,0,0.05,1.6,0
2.9966e-06,1.8616e-06,0,0.06,1.6,0
3.7131e-06,2.2069e-06,0,0.07,1.6,0
4.5355e-06,2.6072e-06,0,0.08,1.6,0
5.4854e-06,3.0766e-06,0,0.09,1.6,0
6.5868e-06,3.6295e-06,0,0.1,1.6,0
7.8674e-06,4.2817e-06,0,0.11,1.6,0
9.3596e-06,5.0512e-06,0,0.12,1.6,0
1.1102e-05,5.959e-06,0,0.13,1.6,0
1.3138e-05,7.0296e-06,0,0.14,1.6,0
1.5519e-05,8.2913e-06,0,0.15,1.6,0
1.8306e-05,9.7778e-06,0,0.16,1.6,0
2.1567e-05,1.1528e-05,0,0.17,1.6,0
2.5382e-05,1.3586e-05,0,0.18,1.6,0
2.9842e-05,1.6006e-05,0,0.19,1.6,0
3.5054e-05,1.8846e-05,0,0.2,1.6,0
4.1142e-05,2.2181e-05,0,0.21,1.6,0
4.8253e-05,2.6093e-05,0,0.22,1.6,0
5.6552e-05,3.068e-05,0,0.23,1.6,0
6.623e-05,3.6052e-05,0,0.24,1.6,0
7.7509e-05,4.2339e-05,0,0.25,1.6,0
9.064e-05,4.9689e-05,0,0.26,1.6,0
0.00010591,5.8274e-05,0,0.27,1.6,0
0.00012365,6.8294e-05,0,0.28,1.6,0
0.00014423,7.9977e-05,0,0.29,1.6,0
0.00016809,9.3587e-05,0,0.3,1.6,0
0.00019571,0.00010942,0,0.31,1.6,0
0.00022767,0.00012784,0,0.32,1.6,0
0.00026462,0.00014922,0,0.33,1.6,0
0.0003073,0.00017405,0,0.34,1.6,0
0.00035654,0.00020283,0,0.35,1.6,0
0.00037657,0.00024617,0,0.36,1.59,0
0.0004133,0.0002362,0,0.36,1.6,0
0.00047866,0.00027482,0,0.37,1.6,0
4.4422e-07,3.7983e-07,0,0.01,1.61,0
0,0,0,0,1.61,0
9.1254e-07,6.8906e-07,0,0.02,1.61,0
1.415e-06,9.6079e-07,0,0.03,1.61,0
1.9634e-06,1.2203e-06,0,0.04,1.61,0
2.5715e-06,1.4874e-06,0,0.05,1.61,0
3.2553e-06,1.7787e-06,0,0.06,1.61,0
4.0332e-06,2.1091e-06,0,0.07,1.61,0
4.9264e-06,2.4921e-06,0,0.08,1.61,0
5.958e-06,2.9412e-06,0,0.09,1.61,0
7.1543e-06,3.4704e-06,0,0.1,1.61,0
8.5451e-06,4.0944e-06,0,0.11,1.61,0
1.0166e-05,4.8306e-06,0,0.12,1.61,0
1.2059e-05,5.699e-06,0,0.13,1.61,0
1.4271e-05,6.723e-06,0,0.14,1.61,0
1.6858e-05,7.9299e-06,0,0.15,1.61,0
1.9885e-05,9.3515e-06,0,0.16,1.61,0
2.3427e-05,1.1025e-05,0,0.17,1.61,0
2.7571e-05,1.2993e-05,0,0.18,1.61,0
3.2415e-05,1.5305e-05,0,0.19,1.61,0
3.8075e-05,1.8019e-05,0,0.2,1.61,0
4.4686e-05,2.1206e-05,0,0.21,1.61,0
5.2405e-05,2.4943e-05,0,0.22,1.61,0
6.1413e-05,2.9324e-05,0,0.23,1.61,0
7.1916e-05,3.4455e-05,0,0.24,1.61,0
8.4153e-05,4.0458e-05,0,0.25,1.61,0
9.8401e-05,4.7477e-05,0,0.26,1.61,0
0.00011497,5.5675e-05,0,0.27,1.61,0
0.00013422,6.5241e-05,0,0.28,1.61,0
0.00015655,7.6394e-05,0,0.29,1.61,0
0.00018244,8.9384e-05,0,0.3,1.61,0
0.00021241,0.0001045,0,0.31,1.61,0
0.00024709,0.00012207,0,0.32,1.61,0
0.00028718,0.00014247,0,0.33,1.61,0
0.00033347,0.00016615,0,0.34,1.61,0
0.00038688,0.0001936,0,0.35,1.61,0
0.00044843,0.00022541,0,0.36,1.61,0
0.00051931,0.00026222,0,0.37,1.61,0
0.00060083,0.00030477,0,0.38,1.61,0
4.7813e-07,3.6084e-07,0,0.01,1.62,0
0,0,0,0,1.62,0
9.82e-07,6.5458e-07,0,0.02,1.62,0
1.5224e-06,9.1277e-07,0,0.03,1.62,0
2.1122e-06,1.1594e-06,0,0.04,1.62,0
2.7661e-06,1.4134e-06,0,0.05,1.62,0
3.5013e-06,1.6905e-06,0,0.06,1.62,0
4.3378e-06,2.0048e-06,0,0.07,1.62,0
5.2981e-06,2.3693e-06,0,0.08,1.62,0
6.4075e-06,2.7969e-06,0,0.09,1.62,0
7.6941e-06,3.3005e-06,0,0.1,1.62,0
9.19e-06,3.8944e-06,0,0.11,1.62,0
1.0934e-05,4.5949e-06,0,0.12,1.62,0
1.2969e-05,5.4212e-06,0,0.13,1.62,0
1.5349e-05,6.3954e-06,0,0.14,1.62,0
1.8133e-05,7.5435e-06,0,0.15,1.62,0
2.1389e-05,8.8956e-06,0,0.16,1.62,0
2.5199e-05,1.0487e-05,0,0.17,1.62,0
2.9656e-05,1.2358e-05,0,0.18,1.62,0
3.4866e-05,1.4555e-05,0,0.19,1.62,0
4.0953e-05,1.7136e-05,0,0.2,1.62,0
4.8062e-05,2.0163e-05,0,0.21,1.62,0
5.6361e-05,2.3714e-05,0,0.22,1.62,0
6.6044e-05,2.7875e-05,0,0.23,1.62,0
7.7332e-05,3.2748e-05,0,0.24,1.62,0
9.0482e-05,3.8449e-05,0,0.25,1.62,0
0.00010579,4.5113e-05,0,0.26,1.62,0
0.0001236,5.2896e-05,0,0.27,1.62,0
0.00014428,6.1977e-05,0,0.28,1.62,0
0.00016828,7.2563e-05,0,0.29,1.62,0
0.0001961,8.4891e-05,0,0.3,1.62,0
0.00022831,9.9233e-05,0,0.31,1.62,0
0.00026557,0.0001159,0,0.32,1.62,0
0.00030863,0.00013525,0,0.33,1.62,0
0.00035836,0.00015771,0,0.34,1.62,0
0.00041573,0.00018373,0,0.35,1.62,0
0.00048185,0.00021388,0,0.36,1.62,0
0.00055796,0.00024876,0,0.37,1.62,0
0.00064548,0.00028909,0,0.38,1.62,0
0.00074599,0.00033568,0,0.39,1.62,0
5.1025e-07,3.4085e-07,0,0.01,1.63,0
0,0,0,0,1.63,0
1.0478e-06,6.1829e-07,0,0.02,1.63,0
1.6241e-06,8.622e-07,0,0.03,1.63,0
2.253e-06,1.0953e-06,0,0.04,1.63,0
2.9501e-06,1.3354e-06,0,0.05,1.63,0
3.734e-06,1.5975e-06,0,0.06,1.63,0
4.6259e-06,1.8949e-06,0,0.07,1.63,0
5.6496e-06,2.2398e-06,0,0.08,1.63,0
6.8325e-06,2.6444e-06,0,0.09,1.63,0
8.2045e-06,3.121e-06,0,0.1,1.63,0
9.7999e-06,3.6829e-06,0,0.11,1.63,0
1.166e-05,4.3456e-06,0,0.12,1.63,0
1.3831e-05,5.1273e-06,0,0.13,1.63,0
1.637e-05,6.0488e-06,0,0.14,1.63,0
1.9339e-05,7.1347e-06,0,0.15,1.63,0
2.2813e-05,8.4131e-06,0,0.16,1.63,0
2.6877e-05,9.9171e-06,0,0.17,1.63,0
3.163e-05,1.1685e-05,0,0.18,1.63,0
3.7187e-05,1.3762e-05,0,0.19,1.63,0
