"f_21:0","f_21:1","f_21:2","Points:0","Points:1","Points:2"
-1.8038e-08,-3.2264e-08,0,0.93,0.03,0
-1.9195e-08,-3.4931e-08,0,0.94,0.03,0
-2.0393e-08,-3.7771e-08,0,0.95,0.03,0
-2.1628e-08,-4.0787e-08,0,0.96,0.03,0
-2.2898e-08,-4.3987e-08,0,0.97,0.03,0
-2.42e-08,-4.7375e-08,0,0.98,0.03,0
-2.5533e-08,-5.0958e-08,0,0.99,0.03,0
-2.6892e-08,-5.4741e-08,0,1,0.03,0
-2.8275e-08,-5.8729e-08,0,1.01,0.03,0
-2.9679e-08,-6.2928e-08,0,1.02,0.03,0
-3.11e-08,-6.734e-08,0,1.03,0.03,0
-3.2532e-08,-7.1968e-08,0,1.04,0.03,0
-3.397e-08,-7.6813e-08,0,1.05,0.03,0
-3.5407e-08,-8.1874e-08,0,1.06,0.03,0
-3.6836e-08,-8.7151e-08,0,1.07,0.03,0
-3.825e-08,-9.2641e-08,0,1.08,0.03,0
-3.9641e-08,-9.8343e-08,0,1.09,0.03,0
-4.1003e-08,-1.0425e-07,0,1.1,0.03,0
-4.2328e-08,-1.1037e-07,0,1.11,0.03,0
-4.3607e-08,-1.1669e-07,0,1.12,0.03,0
-4.4831e-08,-1.2319e-07,0,1.13,0.03,0
-4.5988e-08,-1.2988e-07,0,1.14,0.03,0
-4.7069e-08,-1.3674e-07,0,1.15,0.03,0
-4.8064e-08,-1.4376e-07,0,1.16,0.03,0
-4.8964e-08,-1.5093e-07,0,1.17,0.03,0
-4.9759e-08,-1.5823e-07,0,1.18,0.03,0
-5.0442e-08,-1.6564e-07,0,1.19,0.03,0
-5.1005e-08,-1.7316e-07,0,1.2,0.03,0
-5.1438e-08,-1.8077e-07,0,1.21,0.03,0
-5.1735e-08,-1.8844e-07,0,1.22,0.03,0
-5.1888e-08,-1.9615e-07,0,1.23,0.03,0
-5.1888e-08,-2.0389e-07,0,1.24,0.03,0
-5.1728e-08,-2.1162e-07,0,1.25,0.03,0
-5.1403e-08,-2.1934e-07,0,1.26,0.03,0
-5.0906e-08,-2.27e-07,0,1.27,0.03,0
-5.0231e-08,-2.346e-07,0,1.28,0.03,0
-4.9375e-08,-2.4211e-07,0,1.29,0.03,0
-4.833e-08,-2.495e-07,0,1.3,0.03,0
-4.709e-08,-2.5676e-07,0,1.31,0.03,0
-9.6854e-09,-1.5488e-08,0,0.81,0.04,0
-8.9272e-09,-1.4069e-08,0,0.8,0.04,0
-1.0492e-08,-1.7027e-08,0,0.82,0.04,0
-1.1351e-08,-1.8697e-08,0,0.83,0.04,0
-1.2262e-08,-2.0506e-08,0,0.84,0.04,0
-1.3226e-08,-2.2461e-08,0,0.85,0.04,0
-1.4246e-08,-2.4573e-08,0,0.86,0.04,0
-1.5323e-08,-2.685e-08,0,0.87,0.04,0
-1.6457e-08,-2.9303e-08,0,0.88,0.04,0
-1.7649e-08,-3.194e-08,0,0.89,0.04,0
-1.89e-08,-3.4772e-08,0,0.9,0.04,0
-2.021e-08,-3.7807e-08,0,0.91,0.04,0
-2.1579e-08,-4.1056e-08,0,0.92,0.04,0
-2.3004e-08,-4.4528e-08,0,0.93,0.04,0
-2.4484e-08,-4.8231e-08,0,0.94,0.04,0
-2.6016e-08,-5.2174e-08,0,0.95,0.04,0
-2.7597e-08,-5.6366e-08,0,0.96,0.04,0
-2.9224e-08,-6.0814e-08,0,0.97,0.04,0
-3.0894e-08,-6.5527e-08,0,0.98,0.04,0
-3.2604e-08,-7.0514e-08,0,0.99,0.04,0
-3.4349e-08,-7.5781e-08,0,1,0.04,0
-3.6127e-08,-8.1337e-08,0,1.01,0.04,0
-3.793e-08,-8.7188e-08,0,1.02,0.04,0
-3.9756e-08,-9.3338e-08,0,1.03,0.04,0
-4.1596e-08,-9.9791e-08,0,1.04,0.04,0
-4.3443e-08,-1.0655e-07,0,1.05,0.04,0
-4.5287e-08,-1.1361e-07,0,1.06,0.04,0
-4.7122e-08,-1.2098e-07,0,1.07,0.04,0
-4.8938e-08,-1.2865e-07,0,1.08,0.04,0
-5.0727e-08,-1.3662e-07,0,1.09,0.04,0
-5.248e-08,-1.4488e-07,0,1.1,0.04,0
-5.4185e-08,-1.5344e-07,0,1.11,0.04,0
-5.5832e-08,-1.6228e-07,0,1.12,0.04,0
-5.7408e-08,-1.7138e-07,0,1.13,0.04,0
-5.8898e-08,-1.8074e-07,0,1.14,0.04,0
-6.029e-08,-1.9035e-07,0,1.15,0.04,0
-6.1573e-08,-2.0017e-07,0,1.16,0.04,0
-6.2734e-08,-2.1021e-07,0,1.17,0.04,0
-6.3763e-08,-2.2044e-07,0,1.18,0.04,0
-6.4648e-08,-2.3084e-07,0,1.19,0.04,0
-6.5377e-08,-2.4139e-07,0,1.2,0.04,0
-6.5942e-08,-2.5206e-07,0,1.21,0.04,0
-6.633e-08,-2.6282e-07,0,1.22,0.04,0
-6.6532e-08,-2.7365e-07,0,1.23,0.04,0
-6.6537e-08,-2.8451e-07,0,1.24,0.04,0
-6.6338e-08,-2.9538e-07,0,1.25,0.04,0
-6.5924e-08,-3.0621e-07,0,1.26,0.04,0
-6.5288e-08,-3.1698e-07,0,1.27,0.04,0
-6.4424e-08,-3.2766e-07,0,1.28,0.04,0
-6.3326e-08,-3.382e-07,0,1.29,0.04,0
-6.1989e-08,-3.4858e-07,0,1.3,0.04,0
-6.0409e-08,-3.5879e-07,0,1.31,0.04,0
-1.1903e-08,-2.0185e-08,0,0.81,0.05,0
-1.2898e-08,-2.22e-08,0,0.82,0.05,0
-1.3957e-08,-2.4388e-08,0,0.83,0.05,0
-1.5082e-08,-2.676e-08,0,0.84,0.05,0
-1.6274e-08,-2.9326e-08,0,0.85,0.05,0
-1.7534e-08,-3.2098e-08,0,0.86,0.05,0
-1.8865e-08,-3.509e-08,0,0.87,0.05,0
-2.0268e-08,-3.8313e-08,0,0.88,0.05,0
-2.1743e-08,-4.178e-08,0,0.89,0.05,0
-2.3291e-08,-4.5505e-08,0,0.9,0.05,0
-2.4912e-08,-4.9499e-08,0,0.91,0.05,0
-2.6606e-08,-5.3776e-08,0,0.92,0.05,0
-2.837e-08,-5.8347e-08,0,0.93,0.05,0
-3.0203e-08,-6.3225e-08,0,0.94,0.05,0
-3.21e-08,-6.8422e-08,0,0.95,0.05,0
-3.406e-08,-7.3948e-08,0,0.96,0.05,0
-3.6077e-08,-7.9815e-08,0,0.97,0.05,0
-3.8149e-08,-8.6035e-08,0,0.98,0.05,0
-4.0272e-08,-9.2619e-08,0,0.99,0.05,0
-4.2441e-08,-9.9577e-08,0,1,0.05,0
-4.4651e-08,-1.0692e-07,0,1.01,0.05,0
-4.6895e-08,-1.1465e-07,0,1.02,0.05,0
-4.9167e-08,-1.2279e-07,0,1.03,0.05,0
-5.1457e-08,-1.3132e-07,0,1.04,0.05,0
-5.3755e-08,-1.4026e-07,0,1.05,0.05,0
-5.6052e-08,-1.4961e-07,0,1.06,0.05,0
-5.8336e-08,-1.5937e-07,0,1.07,0.05,0
-6.06e-08,-1.6953e-07,0,1.08,0.05,0
-6.283e-08,-1.8009e-07,0,1.09,0.05,0
-6.5016e-08,-1.9106e-07,0,1.1,0.05,0
-6.7143e-08,-2.0241e-07,0,1.11,0.05,0
-6.9196e-08,-2.1413e-07,0,1.12,0.05,0
-7.116e-08,-2.2621e-07,0,1.13,0.05,0
-7.3018e-08,-2.3863e-07,0,1.14,0.05,0
-7.4756e-08,-2.5138e-07,0,1.15,0.05,0
-7.6359e-08,-2.6444e-07,0,1.16,0.05,0
-7.7814e-08,-2.7777e-07,0,1.17,0.05,0
-7.9105e-08,-2.9137e-07,0,1.18,0.05,0
-8.0218e-08,-3.0519e-07,0,1.19,0.05,0
-8.1139e-08,-3.1922e-07,0,1.2,0.05,0
-8.1855e-08,-3.3341e-07,0,1.21,0.05,0
-8.235e-08,-3.4772e-07,0,1.22,0.05,0
-8.2613e-08,-3.6213e-07,0,1.23,0.05,0
-8.2632e-08,-3.7659e-07,0,1.24,0.05,0
-8.2394e-08,-3.9105e-07,0,1.25,0.05,0
-8.189e-08,-4.0547e-07,0,1.26,0.05,0
-8.1108e-08,-4.1981e-07,0,1.27,0.05,0
-8.0041e-08,-4.3403e-07,0,1.28,0.05,0
-7.8683e-08,-4.4807e-07,0,1.29,0.05,0
-7.703e-08,-4.619e-07,0,1.3,0.05,0
-7.5072e-08,-4.7547e-07,0,1.31,0.05,0
-7.2817e-08,-4.8876e-07,0,1.32,0.05,0
-1.564e-08,-2.8113e-08,0,0.82,0.06,0
-1.6928e-08,-3.0898e-08,0,0.83,0.06,0
-1.8298e-08,-3.3917e-08,0,0.84,0.06,0
-1.9751e-08,-3.7186e-08,0,0.85,0.06,0
-2.1289e-08,-4.0721e-08,0,0.86,0.06,0
-2.2914e-08,-4.4536e-08,0,0.87,0.06,0
-2.4626e-08,-4.8649e-08,0,0.88,0.06,0
-2.6427e-08,-5.3075e-08,0,0.89,0.06,0
-2.8318e-08,-5.7831e-08,0,0.9,0.06,0
-3.0299e-08,-6.2933e-08,0,0.91,0.06,0
-3.2369e-08,-6.8399e-08,0,0.92,0.06,0
-3.4526e-08,-7.4243e-08,0,0.93,0.06,0
-3.6767e-08,-8.0481e-08,0,0.94,0.06,0
-3.9089e-08,-8.7129e-08,0,0.95,0.06,0
-4.1487e-08,-9.4202e-08,0,0.96,0.06,0
-4.3957e-08,-1.0171e-07,0,0.97,0.06,0
-4.6496e-08,-1.0968e-07,0,0.98,0.06,0
-4.9099e-08,-1.1812e-07,0,0.99,0.06,0
-5.1761e-08,-1.2704e-07,0,1,0.06,0
-5.4474e-08,-1.3645e-07,0,1.01,0.06,0
-5.7231e-08,-1.4638e-07,0,1.02,0.06,0
-6.0022e-08,-1.5681e-07,0,1.03,0.06,0
-6.2836e-08,-1.6777e-07,0,1.04,0.06,0
-6.5663e-08,-1.7926e-07,0,1.05,0.06,0
-6.8489e-08,-1.9127e-07,0,1.06,0.06,0
-7.1302e-08,-2.0381e-07,0,1.07,0.06,0
-7.409e-08,-2.1687e-07,0,1.08,0.06,0
-7.684e-08,-2.3046e-07,0,1.09,0.06,0
-7.9535e-08,-2.4457e-07,0,1.1,0.06,0
-8.2157e-08,-2.5917e-07,0,1.11,0.06,0
-8.4688e-08,-2.7426e-07,0,1.12,0.06,0
-8.7108e-08,-2.8982e-07,0,1.13,0.06,0
-8.94e-08,-3.0582e-07,0,1.14,0.06,0
-9.1545e-08,-3.2224e-07,0,1.15,0.06,0
-9.3528e-08,-3.3907e-07,0,1.16,0.06,0
-9.533e-08,-3.5626e-07,0,1.17,0.06,0
-9.6933e-08,-3.7379e-07,0,1.18,0.06,0
-9.8318e-08,-3.9162e-07,0,1.19,0.06,0
-9.9468e-08,-4.0971e-07,0,1.2,0.06,0
-1.0036e-07,-4.2801e-07,0,1.21,0.06,0
-1.0099e-07,-4.4649e-07,0,1.22,0.06,0
-1.0133e-07,-4.6508e-07,0,1.23,0.06,0
-1.0137e-07,-4.8374e-07,0,1.24,0.06,0
-1.011e-07,-5.0242e-07,0,1.25,0.06,0
-1.005e-07,-5.2105e-07,0,1.26,0.06,0
-9.9556e-08,-5.3958e-07,0,1.27,0.06,0
-9.8262e-08,-5.5795e-07,0,1.28,0.06,0
-9.6611e-08,-5.7609e-07,0,1.29,0.06,0
-9.4596e-08,-5.9395e-07,0,1.3,0.06,0
-9.2211e-08,-6.1147e-07,0,1.31,0.06,0
-8.9448e-08,-6.2862e-07,0,1.32,0.06,0
-8.628e-08,-6.4526e-07,0,1.33,0.06,0
-2.0429e-08,-3.8454e-08,0,0.83,0.07,0
-1.8864e-08,-3.4973e-08,0,0.82,0.07,0
-2.2092e-08,-4.223e-08,0,0.84,0.07,0
-2.3857e-08,-4.6322e-08,0,0.85,0.07,0
-2.5724e-08,-5.0748e-08,0,0.86,0.07,0
-2.7698e-08,-5.5528e-08,0,0.87,0.07,0
-2.9779e-08,-6.0682e-08,0,0.88,0.07,0
-3.197e-08,-6.6231e-08,0,0.89,0.07,0
-3.427e-08,-7.2196e-08,0,0.9,0.07,0
-3.6681e-08,-7.8598e-08,0,0.91,0.07,0
-3.92e-08,-8.5458e-08,0,0.92,0.07,0
-4.1827e-08,-9.2796e-08,0,0.93,0.07,0
-4.4556e-08,-1.0063e-07,0,0.94,0.07,0
-4.7385e-08,-1.0898e-07,0,0.95,0.07,0
-5.0309e-08,-1.1788e-07,0,0.96,0.07,0
-5.3322e-08,-1.2732e-07,0,0.97,0.07,0
-5.642e-08,-1.3735e-07,0,0.98,0.07,0
-5.9599e-08,-1.4796e-07,0,0.99,0.07,0
-6.2852e-08,-1.592e-07,0,1,0.07,0
-6.617e-08,-1.7105e-07,0,1.01,0.07,0
-6.9542e-08,-1.8356e-07,0,1.02,0.07,0
-7.2958e-08,-1.9671e-07,0,1.03,0.07,0
-7.6405e-08,-2.1053e-07,0,1.04,0.07,0
-7.9868e-08,-2.2501e-07,0,1.05,0.07,0
-8.3332e-08,-2.4016e-07,0,1.06,0.07,0
-8.6784e-08,-2.5599e-07,0,1.07,0.07,0
-9.0208e-08,-2.7249e-07,0,1.08,0.07,0
-9.3586e-08,-2.8965e-07,0,1.09,0.07,0
-9.6896e-08,-3.0747e-07,0,1.1,0.07,0
-1.0012e-07,-3.2592e-07,0,1.11,0.07,0
-1.0323e-07,-3.4499e-07,0,1.12,0.07,0
-1.062e-07,-3.6466e-07,0,1.13,0.07,0
-1.0902e-07,-3.8489e-07,0,1.14,0.07,0
-1.1166e-07,-4.0567e-07,0,1.15,0.07,0
-1.1411e-07,-4.2696e-07,0,1.16,0.07,0
-1.1633e-07,-4.4872e-07,0,1.17,0.07,0
-1.1832e-07,-4.7091e-07,0,1.18,0.07,0
-1.2003e-07,-4.9348e-07,0,1.19,0.07,0
-1.2146e-07,-5.1639e-07,0,1.2,0.07,0
-1.2258e-07,-5.3957e-07,0,1.21,0.07,0
-1.2338e-07,-5.6298e-07,0,1.22,0.07,0
-1.2382e-07,-5.8654e-07,0,1.23,0.07,0
-1.239e-07,-6.102e-07,0,1.24,0.07,0
-1.2359e-07,-6.3388e-07,0,1.25,0.07,0
-1.2288e-07,-6.5751e-07,0,1.26,0.07,0
-1.2175e-07,-6.8101e-07,0,1.27,0.07,0
-1.202e-07,-7.0431e-07,0,1.28,0.07,0
-1.182e-07,-7.2733e-07,0,1.29,0.07,0
-1.1576e-07,-7.4998e-07,0,1.3,0.07,0
-1.1287e-07,-7.7221e-07,0,1.31,0.07,0
-1.0951e-07,-7.9395e-07,0,1.32,0.07,0
-1.0569e-07,-8.1513e-07,0,1.33,0.07,0
-2.463e-08,-4.7316e-08,0,0.83,0.08,0
-2.6646e-08,-5.1984e-08,0,0.84,0.08,0
-2.8785e-08,-5.7049e-08,0,0.85,0.08,0
-3.1052e-08,-6.2528e-08,0,0.86,0.08,0
-3.3448e-08,-6.8448e-08,0,0.87,0.08,0
-3.5976e-08,-7.4834e-08,0,0.88,0.08,0
-3.8638e-08,-8.1712e-08,0,0.89,0.08,0
-4.1434e-08,-8.9108e-08,0,0.9,0.08,0
-4.4366e-08,-9.7048e-08,0,0.91,0.08,0
-4.7431e-08,-1.0556e-07,0,0.92,0.08,0
-5.0627e-08,-1.1467e-07,0,0.93,0.08,0
-5.395e-08,-1.244e-07,0,0.94,0.08,0
-5.7396e-08,-1.3478e-07,0,0.95,0.08,0
-6.0958e-08,-1.4583e-07,0,0.96,0.08,0
-6.4632e-08,-1.5757e-07,0,0.97,0.08,0
-6.8412e-08,-1.7004e-07,0,0.98,0.08,0
-7.2293e-08,-1.8325e-07,0,0.99,0.08,0
-7.6266e-08,-1.9723e-07,0,1,0.08,0
-8.0321e-08,-2.12e-07,0,1.01,0.08,0
-8.4445e-08,-2.2757e-07,0,1.02,0.08,0
-8.8624e-08,-2.4395e-07,0,1.03,0.08,0
-9.2842e-08,-2.6117e-07,0,1.04,0.08,0
-9.7084e-08,-2.7923e-07,0,1.05,0.08,0
-1.0133e-07,-2.9813e-07,0,1.06,0.08,0
-1.0557e-07,-3.1788e-07,0,1.07,0.08,0
-1.0977e-07,-3.3847e-07,0,1.08,0.08,0
-1.1391e-07,-3.599e-07,0,1.09,0.08,0
-1.1798e-07,-3.8214e-07,0,1.1,0.08,0
-1.2193e-07,-4.0519e-07,0,1.11,0.08,0
-1.2575e-07,-4.2901e-07,0,1.12,0.08,0
-1.2941e-07,-4.5358e-07,0,1.13,0.08,0
-1.3288e-07,-4.7888e-07,0,1.14,0.08,0
-1.3613e-07,-5.0486e-07,0,1.15,0.08,0
-1.3915e-07,-5.3148e-07,0,1.16,0.08,0
-1.419e-07,-5.587e-07,0,1.17,0.08,0
-1.4435e-07,-5.8647e-07,0,1.18,0.08,0
-1.4648e-07,-6.1472e-07,0,1.19,0.08,0
-1.4826e-07,-6.4339e-07,0,1.2,0.08,0
-1.4966e-07,-6.7242e-07,0,1.21,0.08,0
-1.5066e-07,-7.0173e-07,0,1.22,0.08,0
-1.5124e-07,-7.3125e-07,0,1.23,0.08,0
-1.5137e-07,-7.609e-07,0,1.24,0.08,0
-1.5103e-07,-7.9058e-07,0,1.25,0.08,0
-1.502e-07,-8.202e-07,0,1.26,0.08,0
-1.4886e-07,-8.4967e-07,0,1.27,0.08,0
-1.47e-07,-8.7888e-07,0,1.28,0.08,0
-1.446e-07,-9.0774e-07,0,1.29,0.08,0
-1.4165e-07,-9.3616e-07,0,1.3,0.08,0
-1.3814e-07,-9.6404e-07,0,1.31,0.08,0
-1.3405e-07,-9.913e-07,0,1.32,0.08,0
-1.2938e-07,-1.0179e-06,0,1.33,0.08,0
-1.2411e-07,-1.0435e-06,0,1.34,0.08,0
-3.2142e-08,-6.3513e-08,0,0.84,0.09,0
-3.4744e-08,-6.9729e-08,0,0.85,0.09,0
-3.7498e-08,-7.6462e-08,0,0.86,0.09,0
-4.0409e-08,-8.374e-08,0,0.87,0.09,0
-4.3481e-08,-9.1592e-08,0,0.88,0.09,0
-4.6717e-08,-1.0005e-07,0,0.89,0.09,0
-5.0119e-08,-1.0915e-07,0,0.9,0.09,0
-5.3686e-08,-1.1893e-07,0,0.91,0.09,0
-5.7417e-08,-1.2941e-07,0,0.92,0.09,0
-6.1309e-08,-1.4063e-07,0,0.93,0.09,0
-6.5358e-08,-1.5262e-07,0,0.94,0.09,0
-6.9558e-08,-1.6542e-07,0,0.95,0.09,0
-7.3903e-08,-1.7905e-07,0,0.96,0.09,0
-7.8386e-08,-1.9354e-07,0,0.97,0.09,0
-8.3002e-08,-2.0893e-07,0,0.98,0.09,0
-8.7744e-08,-2.2525e-07,0,0.99,0.09,0
-9.2601e-08,-2.4252e-07,0,1,0.09,0
-9.756e-08,-2.6077e-07,0,1.01,0.09,0
-1.0261e-07,-2.8001e-07,0,1.02,0.09,0
-1.0772e-07,-3.0028e-07,0,1.03,0.09,0
-1.1289e-07,-3.2158e-07,0,1.04,0.09,0
-1.1809e-07,-3.4393e-07,0,1.05,0.09,0
-1.233e-07,-3.6733e-07,0,1.06,0.09,0
-1.285e-07,-3.9178e-07,0,1.07,0.09,0
