"f_21:0","f_21:1","f_21:2","Points:0","Points:1","Points:2"
2.8263e-08,-2.3916e-08,0,2.7,0.02,0
2.5455e-08,-2.1398e-08,0,2.71,0.02,0
2.2902e-08,-1.9128e-08,0,2.72,0.02,0
2.0582e-08,-1.7082e-08,0,2.73,0.02,0
1.8477e-08,-1.5241e-08,0,2.74,0.02,0
1.657e-08,-1.3586e-08,0,2.75,0.02,0
1.4844e-08,-1.21e-08,0,2.76,0.02,0
1.3284e-08,-1.0768e-08,0,2.77,0.02,0
1.1876e-08,-9.5744e-09,0,2.78,0.02,0
1.0606e-08,-8.5067e-09,0,2.79,0.02,0
9.4626e-09,-7.5525e-09,0,2.8,0.02,0
8.4336e-09,-6.7009e-09,0,2.81,0.02,0
7.5085e-09,-5.9415e-09,0,2.82,0.02,0
6.6775e-09,-5.2654e-09,0,2.83,0.02,0
5.9316e-09,-4.664e-09,0,2.84,0.02,0
5.2625e-09,-4.1298e-09,0,2.85,0.02,0
4.6626e-09,-3.6559e-09,0,2.86,0.02,0
4.125e-09,-3.2361e-09,0,2.87,0.02,0
3.6434e-09,-2.8646e-09,0,2.88,0.02,0
3.2118e-09,-2.5362e-09,0,2.89,0.02,0
2.825e-09,-2.246e-09,0,2.9,0.02,0
2.478e-09,-1.9896e-09,0,2.91,0.02,0
2.166e-09,-1.7625e-09,0,2.92,0.02,0
1.8843e-09,-1.5604e-09,0,2.93,0.02,0
1.6279e-09,-1.3787e-09,0,2.94,0.02,0
1.3905e-09,-1.2117e-09,0,2.95,0.02,0
1.1642e-09,-1.0518e-09,0,2.96,0.02,0
9.369e-10,-8.8709e-10,0,2.97,0.02,0
6.8888e-10,-6.9528e-10,0,2.98,0.02,0
3.886e-10,-4.302e-10,0,2.99,0.02,0
0,0,0,3,0.02,0
3.7772e-06,-5.0067e-06,0,2.17,0.03,0
3.508e-06,-4.6469e-06,0,2.18,0.03,0
3.2616e-06,-4.3153e-06,0,2.19,0.03,0
3.034e-06,-4.0038e-06,0,2.2,0.03,0
2.8223e-06,-3.71e-06,0,2.21,0.03,0
2.625e-06,-3.4339e-06,0,2.22,0.03,0
2.441e-06,-3.175e-06,0,2.23,0.03,0
2.2691e-06,-2.9326e-06,0,2.24,0.03,0
2.1083e-06,-2.7062e-06,0,2.25,0.03,0
1.958e-06,-2.4951e-06,0,2.26,0.03,0
1.8173e-06,-2.2986e-06,0,2.27,0.03,0
1.6858e-06,-2.1158e-06,0,2.28,0.03,0
1.5627e-06,-1.9461e-06,0,2.29,0.03,0
1.4478e-06,-1.7886e-06,0,2.3,0.03,0
1.3404e-06,-1.6426e-06,0,2.31,0.03,0
1.2401e-06,-1.5075e-06,0,2.32,0.03,0
1.1465e-06,-1.3824e-06,0,2.33,0.03,0
1.0593e-06,-1.2669e-06,0,2.34,0.03,0
9.7807e-07,-1.1601e-06,0,2.35,0.03,0
9.0243e-07,-1.0617e-06,0,2.36,0.03,0
8.3207e-07,-9.7093e-07,0,2.37,0.03,0
7.6667e-07,-8.8735e-07,0,2.38,0.03,0
7.0593e-07,-8.1043e-07,0,2.39,0.03,0
6.4955e-07,-7.3971e-07,0,2.4,0.03,0
5.9727e-07,-6.7473e-07,0,2.41,0.03,0
5.4882e-07,-6.1509e-07,0,2.42,0.03,0
5.0395e-07,-5.6039e-07,0,2.43,0.03,0
4.6242e-07,-5.1025e-07,0,2.44,0.03,0
4.24e-07,-4.6431e-07,0,2.45,0.03,0
3.8849e-07,-4.2223e-07,0,2.46,0.03,0
3.5567e-07,-3.8371e-07,0,2.47,0.03,0
3.2538e-07,-3.4847e-07,0,2.48,0.03,0
2.9743e-07,-3.1624e-07,0,2.49,0.03,0
2.7168e-07,-2.8678e-07,0,2.5,0.03,0
2.4796e-07,-2.5987e-07,0,2.51,0.03,0
2.2615e-07,-2.353e-07,0,2.52,0.03,0
2.0612e-07,-2.1288e-07,0,2.53,0.03,0
1.8774e-07,-1.9244e-07,0,2.54,0.03,0
1.709e-07,-1.7382e-07,0,2.55,0.03,0
1.5548e-07,-1.5688e-07,0,2.56,0.03,0
1.4137e-07,-1.4149e-07,0,2.57,0.03,0
1.2848e-07,-1.2753e-07,0,2.58,0.03,0
1.1671e-07,-1.1488e-07,0,2.59,0.03,0
1.0597e-07,-1.0343e-07,0,2.6,0.03,0
9.6162e-08,-9.3074e-08,0,2.61,0.03,0
8.7221e-08,-8.3718e-08,0,2.62,0.03,0
7.9068e-08,-7.5269e-08,0,2.63,0.03,0
7.1633e-08,-6.7641e-08,0,2.64,0.03,0
6.4852e-08,-6.0756e-08,0,2.65,0.03,0
5.8669e-08,-5.4539e-08,0,2.66,0.03,0
5.3032e-08,-4.8927e-08,0,2.67,0.03,0
4.7893e-08,-4.3861e-08,0,2.68,0.03,0
4.321e-08,-3.9288e-08,0,2.69,0.03,0
3.8946e-08,-3.5162e-08,0,2.7,0.03,0
3.5066e-08,-3.1441e-08,0,2.71,0.03,0
3.154e-08,-2.8088e-08,0,2.72,0.03,0
2.8337e-08,-2.507e-08,0,2.73,0.03,0
2.5433e-08,-2.2355e-08,0,2.74,0.03,0
2.2802e-08,-1.9916e-08,0,2.75,0.03,0
2.0423e-08,-1.7728e-08,0,2.76,0.03,0
1.8273e-08,-1.5767e-08,0,2.77,0.03,0
1.6332e-08,-1.4011e-08,0,2.78,0.03,0
1.4584e-08,-1.2442e-08,0,2.79,0.03,0
1.3009e-08,-1.104e-08,0,2.8,0.03,0
1.1592e-08,-9.7897e-09,0,2.81,0.03,0
1.0319e-08,-8.6755e-09,0,2.82,0.03,0
9.1747e-09,-7.6838e-09,0,2.83,0.03,0
8.1479e-09,-6.8023e-09,0,2.84,0.03,0
7.2269e-09,-6.0197e-09,0,2.85,0.03,0
6.4011e-09,-5.3259e-09,0,2.86,0.03,0
5.6608e-09,-4.7115e-09,0,2.87,0.03,0
4.9974e-09,-4.168e-09,0,2.88,0.03,0
4.4027e-09,-3.6879e-09,0,2.89,0.03,0
3.8693e-09,-3.2637e-09,0,2.9,0.03,0
3.3899e-09,-2.8887e-09,0,2.91,0.03,0
2.9579e-09,-2.5564e-09,0,2.92,0.03,0
2.5661e-09,-2.2598e-09,0,2.93,0.03,0
2.2072e-09,-1.9915e-09,0,2.94,0.03,0
1.8721e-09,-1.7425e-09,0,2.95,0.03,0
1.5496e-09,-1.5002e-09,0,2.96,0.03,0
1.2243e-09,-1.2459e-09,0,2.97,0.03,0
8.7508e-10,-9.4916e-10,0,2.98,0.03,0
4.7533e-10,-5.5913e-10,0,2.99,0.03,0
0,0,0,3,0.03,0
4.413e-06,-6.26e-06,0,2.18,0.04,0
4.7447e-06,-6.7317e-06,0,2.17,0.04,0
4.1069e-06,-5.8141e-06,0,2.19,0.04,0
3.8213e-06,-5.3933e-06,0,2.2,0.04,0
3.5547e-06,-4.9971e-06,0,2.21,0.04,0
3.3053e-06,-4.6243e-06,0,2.22,0.04,0
3.0725e-06,-4.2748e-06,0,2.23,0.04,0
2.855e-06,-3.9477e-06,0,2.24,0.04,0
2.6518e-06,-3.6423e-06,0,2.25,0.04,0
2.4619e-06,-3.3574e-06,0,2.26,0.04,0
2.2843e-06,-3.0922e-06,0,2.27,0.04,0
2.1184e-06,-2.8456e-06,0,2.28,0.04,0
1.9633e-06,-2.6167e-06,0,2.29,0.04,0
1.8184e-06,-2.4042e-06,0,2.3,0.04,0
1.6831e-06,-2.2074e-06,0,2.31,0.04,0
1.5569e-06,-2.0252e-06,0,2.32,0.04,0
1.4392e-06,-1.8567e-06,0,2.33,0.04,0
1.3296e-06,-1.701e-06,0,2.34,0.04,0
1.2274e-06,-1.5572e-06,0,2.35,0.04,0
1.1323e-06,-1.4246e-06,0,2.36,0.04,0
1.0439e-06,-1.3024e-06,0,2.37,0.04,0
9.6175e-07,-1.1899e-06,0,2.38,0.04,0
8.8544e-07,-1.0864e-06,0,2.39,0.04,0
8.1461e-07,-9.9124e-07,0,2.4,0.04,0
7.4893e-07,-9.0384e-07,0,2.41,0.04,0
6.8806e-07,-8.2362e-07,0,2.42,0.04,0
6.3169e-07,-7.5006e-07,0,2.43,0.04,0
5.7951e-07,-6.8264e-07,0,2.44,0.04,0
5.3126e-07,-6.209e-07,0,2.45,0.04,0
4.8666e-07,-5.6438e-07,0,2.46,0.04,0
4.4548e-07,-5.1267e-07,0,2.47,0.04,0
4.0747e-07,-4.6539e-07,0,2.48,0.04,0
3.7244e-07,-4.2218e-07,0,2.49,0.04,0
3.4016e-07,-3.8271e-07,0,2.5,0.04,0
3.1046e-07,-3.4669e-07,0,2.51,0.04,0
2.8316e-07,-3.1382e-07,0,2.52,0.04,0
2.581e-07,-2.8385e-07,0,2.53,0.04,0
2.351e-07,-2.5654e-07,0,2.54,0.04,0
2.1402e-07,-2.3167e-07,0,2.55,0.04,0
1.9473e-07,-2.0904e-07,0,2.56,0.04,0
1.7707e-07,-1.8849e-07,0,2.57,0.04,0
1.6093e-07,-1.6983e-07,0,2.58,0.04,0
1.4618e-07,-1.5292e-07,0,2.59,0.04,0
1.3271e-07,-1.3761e-07,0,2.6,0.04,0
1.2042e-07,-1.2377e-07,0,2.61,0.04,0
1.092e-07,-1.1127e-07,0,2.62,0.04,0
9.8969e-08,-9.9977e-08,0,2.63,0.04,0
8.9638e-08,-8.9787e-08,0,2.64,0.04,0
8.1129e-08,-8.0594e-08,0,2.65,0.04,0
7.3372e-08,-7.2301e-08,0,2.66,0.04,0
6.63e-08,-6.4819e-08,0,2.67,0.04,0
5.9857e-08,-5.8071e-08,0,2.68,0.04,0
5.3989e-08,-5.1986e-08,0,2.69,0.04,0
4.8648e-08,-4.65e-08,0,2.7,0.04,0
4.3791e-08,-4.1556e-08,0,2.71,0.04,0
3.9377e-08,-3.7105e-08,0,2.72,0.04,0
3.5371e-08,-3.3101e-08,0,2.73,0.04,0
3.174e-08,-2.9502e-08,0,2.74,0.04,0
2.8451e-08,-2.6271e-08,0,2.75,0.04,0
2.5477e-08,-2.3373e-08,0,2.76,0.04,0
2.2791e-08,-2.0778e-08,0,2.77,0.04,0
2.0367e-08,-1.8455e-08,0,2.78,0.04,0
1.8183e-08,-1.638e-08,0,2.79,0.04,0
1.6216e-08,-1.4528e-08,0,2.8,0.04,0
1.4447e-08,-1.2876e-08,0,2.81,0.04,0
1.2857e-08,-1.1405e-08,0,2.82,0.04,0
1.1429e-08,-1.0096e-08,0,2.83,0.04,0
1.0148e-08,-8.9332e-09,0,2.84,0.04,0
8.9982e-09,-7.9014e-09,0,2.85,0.04,0
7.9673e-09,-6.987e-09,0,2.86,0.04,0
7.0432e-09,-6.1776e-09,0,2.87,0.04,0
6.2149e-09,-5.462e-09,0,2.88,0.04,0
5.472e-09,-4.8298e-09,0,2.89,0.04,0
4.8051e-09,-4.2714e-09,0,2.9,0.04,0
4.2051e-09,-3.7776e-09,0,2.91,0.04,0
3.6631e-09,-3.3392e-09,0,2.92,0.04,0
3.1701e-09,-2.947e-09,0,2.93,0.04,0
2.7164e-09,-2.5904e-09,0,2.94,0.04,0
2.2911e-09,-2.2567e-09,0,2.95,0.04,0
1.8807e-09,-1.929e-09,0,2.96,0.04,0
1.4685e-09,-1.5834e-09,0,2.97,0.04,0
1.0338e-09,-1.1842e-09,0,2.98,0.04,0
5.5247e-10,-6.7983e-10,0,2.99,0.04,0
0,0,0,3,0.04,0
5.3126e-06,-7.9799e-06,0,2.18,0.05,0
5.704e-06,-8.5795e-06,0,2.17,0.05,0
4.9473e-06,-7.4111e-06,0,2.19,0.05,0
4.6046e-06,-6.8726e-06,0,2.2,0.05,0
4.2824e-06,-6.3657e-06,0,2.21,0.05,0
3.9813e-06,-5.8901e-06,0,2.22,0.05,0
3.6996e-06,-5.4439e-06,0,2.23,0.05,0
3.4366e-06,-5.0266e-06,0,2.24,0.05,0
3.1909e-06,-4.6368e-06,0,2.25,0.05,0
2.9614e-06,-4.2734e-06,0,2.26,0.05,0
2.7469e-06,-3.9351e-06,0,2.27,0.05,0
2.5466e-06,-3.6206e-06,0,2.28,0.05,0
2.3595e-06,-3.3285e-06,0,2.29,0.05,0
2.1849e-06,-3.0576e-06,0,2.3,0.05,0
2.0219e-06,-2.8066e-06,0,2.31,0.05,0
1.8699e-06,-2.5743e-06,0,2.32,0.05,0
1.7282e-06,-2.3595e-06,0,2.33,0.05,0
1.5962e-06,-2.1611e-06,0,2.34,0.05,0
1.4733e-06,-1.9779e-06,0,2.35,0.05,0
1.359e-06,-1.809e-06,0,2.36,0.05,0
1.2527e-06,-1.6534e-06,0,2.37,0.05,0
1.1539e-06,-1.5101e-06,0,2.38,0.05,0
1.0621e-06,-1.3783e-06,0,2.39,0.05,0
9.7701e-07,-1.2572e-06,0,2.4,0.05,0
8.9808e-07,-1.146e-06,0,2.41,0.05,0
8.2494e-07,-1.0439e-06,0,2.42,0.05,0
7.5721e-07,-9.5029e-07,0,2.43,0.05,0
6.9454e-07,-8.6454e-07,0,2.44,0.05,0
6.366e-07,-7.8603e-07,0,2.45,0.05,0
5.8306e-07,-7.142e-07,0,2.46,0.05,0
5.3364e-07,-6.485e-07,0,2.47,0.05,0
4.8805e-07,-5.8847e-07,0,2.48,0.05,0
4.4605e-07,-5.3364e-07,0,2.49,0.05,0
4.0737e-07,-4.836e-07,0,2.5,0.05,0
3.7179e-07,-4.3795e-07,0,2.51,0.05,0
3.391e-07,-3.9633e-07,0,2.52,0.05,0
3.0908e-07,-3.584e-07,0,2.53,0.05,0
2.8154e-07,-3.2385e-07,0,2.54,0.05,0
2.563e-07,-2.924e-07,0,2.55,0.05,0
2.3319e-07,-2.6379e-07,0,2.56,0.05,0
2.1204e-07,-2.3779e-07,0,2.57,0.05,0
1.9269e-07,-2.1419e-07,0,2.58,0.05,0
1.7501e-07,-1.928e-07,0,2.59,0.05,0
1.5885e-07,-1.7343e-07,0,2.6,0.05,0
1.441e-07,-1.5591e-07,0,2.61,0.05,0
1.3065e-07,-1.4009e-07,0,2.62,0.05,0
1.1837e-07,-1.258e-07,0,2.63,0.05,0
1.0717e-07,-1.1291e-07,0,2.64,0.05,0
9.6969e-08,-1.0128e-07,0,2.65,0.05,0
8.7668e-08,-9.0804e-08,0,2.66,0.05,0
7.9194e-08,-8.1359e-08,0,2.67,0.05,0
7.1477e-08,-7.2847e-08,0,2.68,0.05,0
6.4452e-08,-6.5178e-08,0,2.69,0.05,0
5.8062e-08,-5.8269e-08,0,2.7,0.05,0
5.2253e-08,-5.205e-08,0,2.71,0.05,0
4.6977e-08,-4.6453e-08,0,2.72,0.05,0
4.219e-08,-4.1422e-08,0,2.73,0.05,0
3.7852e-08,-3.6903e-08,0,2.74,0.05,0
3.3925e-08,-3.2847e-08,0,2.75,0.05,0
3.0373e-08,-2.9212e-08,0,2.76,0.05,0
2.7166e-08,-2.5957e-08,0,2.77,0.05,0
2.4273e-08,-2.3046e-08,0,2.78,0.05,0
2.1665e-08,-2.0446e-08,0,2.79,0.05,0
1.9318e-08,-1.8126e-08,0,2.8,0.05,0
1.7207e-08,-1.6058e-08,0,2.81,0.05,0
1.531e-08,-1.4217e-08,0,2.82,0.05,0
1.3606e-08,-1.258e-08,0,2.83,0.05,0
1.2077e-08,-1.1126e-08,0,2.84,0.05,0
1.0706e-08,-9.8366e-09,0,2.85,0.05,0
9.4765e-09,-8.6942e-09,0,2.86,0.05,0
8.3743e-09,-7.6833e-09,0,2.87,0.05,0
7.3861e-09,-6.7898e-09,0,2.88,0.05,0
6.4995e-09,-6.0006e-09,0,2.89,0.05,0
5.7031e-09,-5.3033e-09,0,2.9,0.05,0
4.9857e-09,-4.6864e-09,0,2.91,0.05,0
4.3368e-09,-4.138e-09,0,2.92,0.05,0
3.7453e-09,-3.6462e-09,0,2.93,0.05,0
3.1998e-09,-3.1973e-09,0,2.94,0.05,0
2.6876e-09,-2.7753e-09,0,2.95,0.05,0
2.1938e-09,-2.3591e-09,0,2.96,0.05,0
1.7007e-09,-1.9205e-09,0,2.97,0.05,0
1.1876e-09,-1.4201e-09,0,2.98,0.05,0
6.299e-10,-8.0385e-10,0,2.99,0.05,0
0,0,0,3,0.05,0
6.2601e-06,-9.8495e-06,0,2.18,0.06,0
6.7175e-06,-1.0598e-05,0,2.17,0.06,0
5.8299e-06,-9.143e-06,0,2.19,0.06,0
5.4257e-06,-8.4756e-06,0,2.2,0.06,0
5.0467e-06,-7.8482e-06,0,2.21,0.06,0
4.6908e-06,-7.26e-06,0,2.22,0.06,0
4.3582e-06,-6.7095e-06,0,2.23,0.06,0
4.0471e-06,-6.1942e-06,0,2.24,0.06,0
3.7565e-06,-5.713e-06,0,2.25,0.06,0
3.4852e-06,-5.2645e-06,0,2.26,0.06,0
3.2319e-06,-4.8469e-06,0,2.27,0.06,0
2.9953e-06,-4.4587e-06,0,2.28,0.06,0
2.7745e-06,-4.0983e-06,0,2.29,0.06,0
2.5685e-06,-3.764e-06,0,2.3,0.06,0
2.3763e-06,-3.4543e-06,0,2.31,0.06,0
2.1971e-06,-3.1677e-06,0,2.32,0.06,0
2.0302e-06,-2.9028e-06,0,2.33,0.06,0
1.8747e-06,-2.658e-06,0,2.34,0.06,0
1.7301e-06,-2.4322e-06,0,2.35,0.06,0
1.5955e-06,-2.2239e-06,0,2.36,0.06,0
1.4704e-06,-2.0321e-06,0,2.37,0.06,0
1.3542e-06,-1.8555e-06,0,2.38,0.06,0
